batch_size,epochs,learning_rate,noise_multiplier,max_per_sample_grad_norm,clipping_mode,algorithm,overall_privacy_spent,dataset,model_name,device,iteration_train_times,training_losses,validation_losses,validation_dice_scores,validation_accuracies,total_training_time
10,5,0.0005,,,,Non-DP,,Pneumothorax,unet,cpu,"[12.791825771331787, 12.782350301742554, 12.553455352783203, 12.605456113815308, 12.691054344177246]","[0.13673242655667392, 0.13671897758137097, 0.1367126161401922, 0.1366913246385979, 0.1366748737566399]",[3.025787028399381],[tensor(0.0986)],[0.37171157525510207],70.04843544960022
